subject_name,course_link,course_Name,course_Code,uoc,conditions_For_Enrolment,exclusion_Courses,faculty,school,offering_Term,COURSEID
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4906/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,European Studies Honours,ARTS4906,18,Prerequisite: Enrolment in the European Studies honours program,,Faculty of Arts and Social Sciences,School of Humanities and Languages,"Term 1, Term 2, Term 3",87
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4914/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,International Relations Honours,ARTS4914,18,Prerequisite: Enrolment in the International Relations honours program,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 2, Term 3",88
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4918/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Politics Honours,ARTS4918,18,Prerequisite: Enrolment in the Politics honours program,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 2, Term 3",89
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4922/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Sociology and Anthropology Honours,ARTS4922,18,Prerequisite: Enrolment in the Sociology and Anthropology honours program,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 2, Term 3",90
 Nura Gili (Indigenous Programs),https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI4104/?browseBySubjectArea=c9ce03204f0f5b00eeb3eb4f0310c726&,Indigenous Studies Honours IV,ATSI4104,18,null,,null,Nura Gili Indigenous Programs,Term 2,91
 Aviation,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/AVIA2013/?browseBySubjectArea=45ce03204f0f5b00eeb3eb4f0310c730&,Flight Operations 1,AVIA2013,18,"Prerequisite: 18 UOC from either AVIA1401, AVIA1901, MATH1041 or PHYS1211",,Faculty of Science,School of Aviation,,92
" Biological, Earth & Environmental Science",https://www.handbook.unsw.edu.au/undergraduate/courses/2019/BEES4515/?browseBySubjectArea=cdce03204f0f5b00eeb3eb4f0310c739&,"Biological, Earth and Environmental Sciences Honours - 18 Units of Credit",BEES4515,18,Enrolld in BEES Hons Plan,,Faculty of Science,"School of Biological, Earth and Environmental Sciences",,93
 Chemistry,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM4518/?browseBySubjectArea=51ce03204f0f5b00eeb3eb4f0310c76a&,Chemistry Honours Project 18 UOC,CHEM4518,18,Prerequisite: Enrolled in CHEM Honours,,Faculty of Science,School of Chemistry,"Term 1, Term 2, Term 3",94
 Computational Design,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CODE4200/?browseBySubjectArea=19ce03204f0f5b00eeb3eb4f0310c778&,Honours Thesis,CODE4200,18,null,,Faculty of Built Environment,School of Built Environment,Term 3,95
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM4003/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminology Honours,CRIM4003,18,Prerequisite: Enrolment in the Criminology honours program,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 2, Term 3",96
 Education Studies,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/EDST4503/?browseBySubjectArea=21ce03204f0f5b00eeb3eb4f0310c79f&,Education Honours,EDST4503,18,Prerequisite: Enrolment in the Education honours program,,Faculty of Arts and Social Sciences,School of Education,"Term 1, Term 2, Term 3",97
 Industrial Design,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/IDES4112/?browseBySubjectArea=7dce03204f0f5b00eeb3eb4f0310c7f0&,Capstone Project,IDES4112,18,null,,Faculty of Built Environment,School of Built Environment,Term 2,98
 Information Systems,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4796/?browseBySubjectArea=f5ce03204f0f5b00eeb3eb4f0310c7fa&,Thesis Part B,INFS4796,18,Pre: INFS4795 AND enrolled in plans (INFSCH3971 OR INFSBH3554 OR INFSAH3502 OR INFSAH3979 OR INFSAH3584),,UNSW Business School,School of Information Systems and Technology Management,"Term 2, Term 3",99
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4205/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Thesis (Marketing) Part B,MARK4205,18,Prerequisite: Admission to Honours in Marketing.,,UNSW Business School,School of Marketing,,100
 Marketing,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MARK4999/?browseBySubjectArea=b1ce43204f0f5b00eeb3eb4f0310c71c&,Internship 3,MARK4999,18,Prerequisite: MARK3999,,UNSW Business School,School of Marketing,,101
 Media,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA4002/?browseBySubjectArea=4ace43204f0f5b00eeb3eb4f0310c72a&,Media Honours,MDIA4002,18,Prerequisite: Enrolment in the Media honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",102
 Medicine,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC4508/?browseBySubjectArea=c2ce43204f0f5b00eeb3eb4f0310c734&,Independent Learning Project 1,MFAC4508,18,null,,Faculty of Medicine,null,,103
 Music,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC4011/?browseBySubjectArea=46ce43204f0f5b00eeb3eb4f0310c762&,Music Honours,MUSC4011,18,Prerequisite: Enrolment in a single or double Music (Honours) program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",104
 Music,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MUSC4017/?browseBySubjectArea=46ce43204f0f5b00eeb3eb4f0310c762&,Music Honours Thesis,MUSC4017,18,Prerequisite: Enrolment in a single or double Music (Honours) program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",105
 Neuroscience,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/NEUR4443/?browseBySubjectArea=0ece43204f0f5b00eeb3eb4f0310c770&,Neuroscience Research 18 Units of Credit,NEUR4443,18,Prerequisite: Enrolled in Neuroscience Honours,,Faculty of Medicine,School of Medical Sciences,"Term 1, Term 2, Term 3",106
 Planning and Urban Development,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN4003/?browseBySubjectArea=16ce43204f0f5b00eeb3eb4f0310c797&,Planning Thesis,PLAN4003,18,Pre-requisite: PLAN4001,,Faculty of Built Environment,School of Built Environment,Term 3,107
 Planning and Urban Development,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN4132/?browseBySubjectArea=16ce43204f0f5b00eeb3eb4f0310c797&,Thesis Project,PLAN4132,18,Prerequisite: PLAN4031,,Faculty of Built Environment,School of Built Environment,Summer Term,108
 Psychology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PSYC4083/?browseBySubjectArea=9ece43204f0f5b00eeb3eb4f0310c7a0&,Honours Research Project B,PSYC4083,18,null,,Faculty of Science,School of Psychology,,109
 Social Research and Policy,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SRAP4053/?browseBySubjectArea=26ce43204f0f5b00eeb3eb4f0310c7e4&,Social Research and Policy Honours,SRAP4053,18,Prerequisite: Enrolment in the Social Research and Policy honours program,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 2, Term 3",110
 Information Technology & Electrical Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZEIT4113/?browseBySubjectArea=a2ce83204f0f5b00eeb3eb4f0310c705&,Information Technology Honours Research 3,ZEIT4113,18,null,,UNSW Canberra at ADFA,UC Engineering & Information Technology,Semester 2,111
" Physical, Environmental & Mathematical Sciences",https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZPEM4003/?browseBySubjectArea=6ece83204f0f5b00eeb3eb4f0310c724&,Science Honours Research 3,ZPEM4003,18,null,,UNSW Canberra at ADFA,"UC Physical, Environmental and Mathematical Sciences","Semester 1, Semester 2",112
 Social Work,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOCW3011/?browseBySubjectArea=22ce43204f0f5b00eeb3eb4f0310c7d1&,Social Work Practice - Level Three Placement,SOCW3011,18,"Prerequisite: ARTS1871, PSYC1001, SOCW2006, SOCW2008, SOCW2009, SOCW2100, SRAP1000, SRAP1001, SRAP2002 and enrolment in a Social Work program
Corequisite: SOCW3009",SOCW3001,Faculty of Arts and Social Sciences,School of Social Sciences,,113
 Social Work,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SOCW4014/?browseBySubjectArea=22ce43204f0f5b00eeb3eb4f0310c7d1&,Social Work Practice: Level 4 Placement,SOCW4014,18,"Prerequisite: 168uoc overall including SOCW4003, SOCW4011, SOCW4012, and SOCW4013, and enrolment in Social Work program",SOCW4010,Faculty of Arts and Social Sciences,School of Social Sciences,,114
 Aviation,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AVIA4003/?browseBySubjectArea=45ce03204f0f5b00eeb3eb4f0310c730&,Aviation Honours - Full Time,AVIA4003,16,null,,Faculty of Science,School of Aviation,"Term 1, Term 2, Term 3",115
 Biotechnology & Biomolecular Sciences,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BABS4516/?browseBySubjectArea=81ce03204f0f5b00eeb3eb4f0310c735&,Biotechnology and Biomolecular Sciences Honours,BABS4516,16,null,,Faculty of Science,School of Biotechnology and Biomolecular Sciences,"Term 1, Term 3",116
" Biological, Earth & Environmental Science",https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEES4517/?browseBySubjectArea=cdce03204f0f5b00eeb3eb4f0310c739&,"Biological, Earth and Environmental Sciences Honours",BEES4517,16,null,,Faculty of Science,"School of Biological, Earth and Environmental Sciences","Term 2, Term 3",117
 Medicine,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC2514/?browseBySubjectArea=c2ce43204f0f5b00eeb3eb4f0310c734&,Integrated Clinical Studies 1,MFAC2514,16,null,,Faculty of Medicine,null,,118
 Medicine,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC2515/?browseBySubjectArea=c2ce43204f0f5b00eeb3eb4f0310c734&,Integrated Clinical Studies 2,MFAC2515,16,null,,Faculty of Medicine,null,,119
 Medicine,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MFAC2516/?browseBySubjectArea=c2ce43204f0f5b00eeb3eb4f0310c734&,Integrated Clinical Studies 3,MFAC2516,16,null,,Faculty of Medicine,null,,120
 Vision Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/VISN4016/?browseBySubjectArea=eace43204f0f5b00eeb3eb4f0310c7f6&,Vision Science Honours,VISN4016,16,null,,Faculty of Science,School of Optometry and Vision Science,"Term 1, Term 2, Term 3",121
 Humanities & Social Sciences,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZHSS4005/?browseBySubjectArea=e2ce83204f0f5b00eeb3eb4f0310c71b&,History Honours Research 1,ZHSS4005,15,null,,UNSW Canberra at ADFA,UC School of Humanities and Social Sciences,Semester 1,122
 Humanities & Social Sciences,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZHSS4006/?browseBySubjectArea=e2ce83204f0f5b00eeb3eb4f0310c71b&,History Honours Research 2,ZHSS4006,15,null,,UNSW Canberra at ADFA,UC School of Humanities and Social Sciences,Semester 2,123
 Accounting,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ACCT2101/?browseBySubjectArea=b4cecfec4fcb5b00eeb3eb4f0310c7eb&,Industry Placement 1,ACCT2101,12,Prerequisite: Enrolment in Accounting Co-op Major (ACCTB13554),,UNSW Business School,School of Accounting,Term 1,124
 Accounting,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ACCT3202/?browseBySubjectArea=b4cecfec4fcb5b00eeb3eb4f0310c7eb&,Industry Placement 2,ACCT3202,12,Prerequisite: Enrolment in Accounting Co-op Major (ACCTB13554),,UNSW Business School,School of Accounting,"Term 1, Term 2",125
 Accounting,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ACCT3303/?browseBySubjectArea=b4cecfec4fcb5b00eeb3eb4f0310c7eb&,Industry Placement 3,ACCT3303,12,Prerequisite: Enrolment in Accounting Co-op Major (ACCTB13554),,UNSW Business School,School of Accounting,"Term 1, Term 2, Term 3",126
 Accounting,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACCT4798/?browseBySubjectArea=b4cecfec4fcb5b00eeb3eb4f0310c7eb&,Thesis (Accounting) C,ACCT4798,12,null,,UNSW Business School,School of Accounting,,127
 Actuarial Studies,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/ACTL2101/?browseBySubjectArea=7cce03204f0f5b00eeb3eb4f0310c709&,Industry Placement 1,ACTL2101,12,Prerequisite:Enrolment in Program 3587,,UNSW Business School,School of Risk and Actuarial Studies,"Summer Term, Term 1",128
 Actuarial Studies,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL3202/?browseBySubjectArea=7cce03204f0f5b00eeb3eb4f0310c709&,Industry Placement 2,ACTL3202,12,Prerequisite: ACTL2101 and enrolment in program 3554,,UNSW Business School,School of Risk and Actuarial Studies,"Term 1, Term 2",129
 Actuarial Studies,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL3303/?browseBySubjectArea=7cce03204f0f5b00eeb3eb4f0310c709&,Industry Placement 3,ACTL3303,12,Prerequisite: ACTL3202 and enrolment in program 3554,,UNSW Business School,School of Risk and Actuarial Studies,"Term 2, Term 3",130
 Actuarial Studies,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL4012/?browseBySubjectArea=7cce03204f0f5b00eeb3eb4f0310c709&,Thesis (Actuarial Studies) C,ACTL4012,12,null,,UNSW Business School,School of Risk and Actuarial Studies,,131
 Art and Design,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ADAD4010/?browseBySubjectArea=b8ce03204f0f5b00eeb3eb4f0310c70e&,Honours Research Project A,ADAD4010,12,Completed 138UOC + ADAD3114,,Faculty of Art & Design,School of Art & Design,,132
 Architecture,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARCH1302/?browseBySubjectArea=41ce03204f0f5b00eeb3eb4f0310c71d&,Architectural Design Studio 6,ARCH1302,12,"Prerequisite: ARCH1202, ARCH1311",,Faculty of Built Environment,School of Built Environment,Term 2,133
 Architecture,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARCH1481/?browseBySubjectArea=41ce03204f0f5b00eeb3eb4f0310c71d&,Critical Review of Literature,ARCH1481,12,null,,Faculty of Built Environment,School of Built Environment,Term 1,134
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4201/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Uses of Theory: Honours (Research),ARTS4201,12,Prerequisite: Enrolment in a School of the Arts and Media honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,Term 1,135
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4248/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,"The Humanities, Then and Now",ARTS4248,12,Prerequisite: Enrolment in a School of Humanities and Languages honours program,,Faculty of Arts and Social Sciences,School of Humanities and Languages,Term 1,136
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4267/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Methodologies in the Social Sciences: Questions and Quandaries,ARTS4267,12,"Prerequisite: Enrolment in  a School of Social Sciences, Asian Studies or European Studies honours program",,Faculty of Arts and Social Sciences,School of Social Sciences,Term 1,137
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4601/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Dance Studies Honours,ARTS4601,12,Prerequisite: Enrolment in the Dance Studies honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",138
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4605/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,English Honours,ARTS4605,12,Prerequisite: Enrolment in the English honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",139
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4609/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Film Studies Honours,ARTS4609,12,Prerequisite: Enrolment in the Film Studies honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",140
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4613/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,"Media, Culture and Technology Honours",ARTS4613,12,"Prerequisite: Enrolment in Media, Culture and Technology honours program",,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",141
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4617/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Theatre and Performance Studies Honours,ARTS4617,12,Prerequisite: Enrolment in Theatre and Performance Studies honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",142
 Disciplinary and Interdisciplinary Humanities,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4621/?browseBySubjectArea=8dce03204f0f5b00eeb3eb4f0310c721&,Creative Writing Honours,ARTS4621,12,Prerequisite: Enrolment in a Creative Writing honours program,,Faculty of Arts and Social Sciences,School of Arts and Media,"Term 1, Term 2, Term 3",143
